# Step NumNew Radius InverseSuccessRatio JumpsPerParticle SecPerParticle TotalRunTime
19410 10 2.60611 1.1 21.5 0.0001541 1.56434
19420 10 2.60611 1.2 20.5 0.000223 1.56656
19430 10 2.61523 1 17.3 0.0001126 1.56769
19440 10 2.61523 1.1 13.8 0.0001384 1.56907
19450 10 2.61523 1.3 18.8 0.0002273 1.57135
19460 10 2.61523 1.1 12.3 9.33e-05 1.57228
19470 10 2.62124 1.2 24.2 0.000268 1.57496
19480 10 2.62124 1.2 19.3 0.0002547 1.57751
19490 10 2.62124 1.3 26.2 0.0002416 1.57992
19500 10 2.62124 1.3 18.6 0.0002597 1.58252
19510 10 2.62124 1 17.8 7.71e-05 1.58329
19520 10 2.62124 1.1 18.1 8.24e-05 1.58412
19530 10 2.62124 1.1 15.9 6.72e-05 1.58479
19540 10 2.62124 1.2 26.6 0.0001936 1.58672
19550 10 2.62124 1 19.6 0.0001174 1.5879
19560 10 2.62124 1.1 21.8 0.0001972 1.58987
19570 10 2.62992 1 17.8 9.79e-05 1.59085
19580 10 2.62992 1.1 17.7 0.0001779 1.59263
19590 10 2.62992 1.2 26.6 0.000124 1.59387
19600 10 2.62992 1.2 24.6 0.0003109 1.59698
19610 10 2.62992 1 17.2 0.0001411 1.59839
19620 10 2.62992 1 14.5 6.14e-05 1.599
19630 10 2.62992 1 17.2 8.14e-05 1.59982
19640 10 2.62992 1 17.9 8.82e-05 1.6007
19650 10 2.62992 1.1 15.5 0.0001642 1.60234
19660 10 2.6352 1.2 15.7 0.0002054 1.60439
19670 10 2.6352 1.1 19.7 0.0001956 1.60635
19680 10 2.6352 1.1 19.9 0.0001815 1.60817
19690 10 2.64267 1.2 17.1 0.0002104 1.61027
19700 10 2.64267 1.1 17.9 0.0001842 1.61211
19710 10 2.64267 1.1 20.2 0.0001486 1.6136
19720 10 2.64267 1.1 17.7 0.0002114 1.61571
19730 10 2.64398 1.1 19.6 0.0001199 1.61691
19740 10 2.64398 1.2 18.7 0.0001444 1.61835
19750 10 2.64398 1.2 23.8 0.0002377 1.62073
19760 10 2.64398 1.1 17.3 8.4e-05 1.62157
19770 10 2.64398 1.1 18.6 7.76e-05 1.62235
19780 10 2.65288 1 16.8 0.0001034 1.62338
19790 10 2.65288 1 15.3 9.66e-05 1.62435
19800 10 2.65288 1 28.9 7.36e-05 1.62508
19810 10 2.65408 1.2 18.8 0.0002167 1.62725
19820 10 2.65408 1.1 14.3 0.0001307 1.62856
19830 10 2.65408 1.1 21.4 0.0001778 1.63034
19840 10 2.65408 1.1 14.6 0.0001797 1.63213
19850 10 2.65408 1.1 19.2 0.0002256 1.63439
19860 10 2.65408 1.1 13.9 0.0001231 1.63562
19870 10 2.65408 1 14.9 5.59e-05 1.63618
19880 10 2.65408 1.1 18.6 0.0001153 1.63733
19890 10 2.65408 1.1 20.1 0.0001553 1.63888
19900 10 2.65408 1.1 19.2 0.0001962 1.64085
19910 10 2.65442 1 15.4 5.42e-05 1.64139
19920 10 2.66263 1.1 19.7 0.0001198 1.64259
19930 10 2.66263 1 19.6 4.94e-05 1.64308
19940 10 2.66263 1.1 16 0.00013 1.64438
19950 10 2.66263 1.1 17.8 0.0001905 1.64629
19960 10 2.66263 1.4 25.3 0.0002312 1.6486
19970 10 2.66263 1.1 21.2 0.0002402 1.651
19980 10 2.66263 1.3 19.8 0.0002949 1.65395
19990 10 2.66263 1 14.5 8e-05 1.65475
20000 10 2.66263 1.1 19.9 0.0001531 1.65628
