# Step NumNew Radius InverseSuccessRatio JumpsPerParticle SecPerParticle TotalRunTime
19280 10 2.59132 1 29.5 7.95e-05 1.09955
19290 10 2.59839 1.2 20.7 0.0001335 1.10089
19300 10 2.59839 1 13.8 6.11e-05 1.1015
19310 10 2.59839 1.2 23.2 0.000146 1.10296
19320 10 2.59839 1.1 16.6 7.08e-05 1.10367
19330 10 2.59839 1 25.7 0.0001188 1.10486
19340 10 2.59839 1.3 28.6 0.0001875 1.10673
19350 10 2.59839 1 16.8 7.07e-05 1.10744
19360 10 2.59839 1.1 15.9 7.44e-05 1.10818
19370 10 2.59839 1.1 16.8 0.0001049 1.10923
19380 10 2.59839 1.2 24.9 0.000139 1.11062
19390 10 2.59839 1.3 22.1 0.0001104 1.11172
19400 10 2.60611 1 13.9 5.02e-05 1.11223
19410 10 2.60611 1.1 21.5 0.0001022 1.11325
19420 10 2.60611 1.2 20.5 0.0001341 1.11459
19430 10 2.61523 1 17.3 8.06e-05 1.1154
19440 10 2.61523 1.1 13.8 9.83e-05 1.11638
19450 10 2.61523 1.3 18.8 0.0001305 1.11768
19460 10 2.61523 1.1 12.3 6.79e-05 1.11836
19470 10 2.62124 1.2 24.2 0.0001588 1.11995
19480 10 2.62124 1.2 19.3 0.0001808 1.12176
19490 10 2.62124 1.3 26.2 0.0001861 1.12362
19500 10 2.62124 1.3 18.6 0.0001521 1.12514
19510 10 2.62124 1 17.8 5.81e-05 1.12572
19520 10 2.62124 1.1 18.1 9.63e-05 1.12668
19530 10 2.62124 1.1 15.9 5.7e-05 1.12725
19540 10 2.62124 1.2 26.6 0.0001392 1.12865
19550 10 2.62124 1 19.6 7.69e-05 1.12942
19560 10 2.62124 1.1 21.8 0.0001255 1.13067
19570 10 2.62992 1 17.8 8.2e-05 1.13149
19580 10 2.62992 1.1 17.7 0.0001468 1.13296
19590 10 2.62992 1.2 26.6 8.87e-05 1.13385
19600 10 2.62992 1.2 24.6 0.0001938 1.13578
19610 10 2.62992 1 17.2 9.91e-05 1.13677
19620 10 2.62992 1 14.5 5.3e-05 1.1373
19630 10 2.62992 1 17.2 6.19e-05 1.13792
19640 10 2.62992 1 17.9 6.75e-05 1.1386
19650 10 2.62992 1.1 15.5 0.0001096 1.13969
19660 10 2.6352 1.2 15.7 0.0001386 1.14108
19670 10 2.6352 1.1 19.7 0.0001301 1.14238
19680 10 2.6352 1.1 19.9 0.0001145 1.14353
19690 10 2.64267 1.2 17.1 0.0001221 1.14475
19700 10 2.64267 1.1 17.9 0.0001247 1.14599
19710 10 2.64267 1.1 20.2 9.62e-05 1.14696
19720 10 2.64267 1.1 17.7 0.0001234 1.14819
19730 10 2.64398 1.1 19.6 0.0001021 1.14921
19740 10 2.64398 1.2 18.7 9.71e-05 1.15018
19750 10 2.64398 1.2 23.8 0.0001424 1.15161
19760 10 2.64398 1.1 17.3 7.94e-05 1.1524
19770 10 2.64398 1.1 18.6 7.03e-05 1.1531
19780 10 2.65288 1 16.8 7.72e-05 1.15388
19790 10 2.65288 1 15.3 8.22e-05 1.1547
19800 10 2.65288 1 28.9 5.62e-05 1.15526
19810 10 2.65408 1.2 18.8 0.0001491 1.15675
19820 10 2.65408 1.1 14.3 0.0001012 1.15776
19830 10 2.65408 1.1 21.4 0.0001167 1.15893
19840 10 2.65408 1.1 14.6 0.0001143 1.16007
19850 10 2.65408 1.1 19.2 0.0001268 1.16134
19860 10 2.65408 1.1 13.9 9.37e-05 1.16228
19870 10 2.65408 1 14.9 4.76e-05 1.16275
19880 10 2.65408 1.1 18.6 8.31e-05 1.16358
19890 10 2.65408 1.1 20.1 0.0001092 1.16468
19900 10 2.65408 1.1 19.2 0.0001396 1.16607
19910 10 2.65442 1 15.4 5.63e-05 1.16664
19920 10 2.66263 1.1 19.7 8.22e-05 1.16746
19930 10 2.66263 1 19.6 4.31e-05 1.16789
19940 10 2.66263 1.1 16 0.0001031 1.16892
19950 10 2.66263 1.1 17.8 0.0001207 1.17013
19960 10 2.66263 1.4 25.3 0.0001404 1.17153
19970 10 2.66263 1.1 21.2 0.0001329 1.17286
19980 10 2.66263 1.3 19.8 0.0001615 1.17447
19990 10 2.66263 1 14.5 6.63e-05 1.17514
20000 10 2.66263 1.1 19.9 0.0001102 1.17624
